Kingdom,Phylum,Class,Order,Family,Genus,Species,Common_name,female_maturity_days,male_maturity_days,gestation_incubation_days,weaning_days,litter_clutch_size,litters_clutches_per_year,inter_repro_interval_days,birth_wt_g,weaning_wt_g,adult_wt_g,growth_rate_1_over_days,max_longevity_years,Source,data_quality,body_mass_g,temperature_K
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,difficilis,Pacific-slope flycatcher,365,365,14,NA,3.5,1.5,NA,1.5,NA,11,0.436,6.9,427,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,hammondii,Hammond's flycatcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,7,427,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,minimus,Least flycatcher,365,365,14,NA,4,1.5,NA,NA,NA,10,NA,8,577,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,oberholseri,Dusky flycatcher,365,365,15,NA,4,1,NA,1.19,NA,10.95,NA,9,579,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,traillii,Willow flycatcher,365,365,13,NA,3.5,1,NA,NA,NA,12.6,0.472,11,579,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,virescens,Acadian flycatcher,365,365,13,NA,3,1,NA,1.9,NA,12.6,NA,12.1,427,acceptable,12.3,NA
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,antillarum,Puerto rican flycatcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,NA,13.6,427,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,cinerascens,Ash-throated flycatcher,NA,NA,15,NA,4,1.5,NA,3.7,NA,28.5,0.396,11.9,427,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,crinitus,Great crested flycatcher,365,365,14,NA,5,1,NA,3,NA,32.1,NA,14.9,427,acceptable,33.9,NA
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,tyrannulus,Brown-crested flycatcher,NA,NA,NA,NA,NA,1,NA,NA,NA,35,NA,11,427,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pyrocephalus,rubinus,Vermilion flycatcher,365,365,14,NA,3,1.5,NA,1.3,NA,12.87,NA,5.5,577,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,nigricans,Black phoebe,NA,NA,16,NA,4,1.5,NA,1.5,NA,18.25,NA,8,577,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,phoebe,Eastern phoebe,NA,NA,16,NA,5,2,NA,1.65,NA,19.7,NA,10.3,,acceptable,21.6,NA
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,tyrannus,Eastern kingbird,365,365,12,NA,3,1,NA,3.2,NA,39.9,0.451,11.1,427,acceptable,35.7,NA
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,verticalis,Western kingbird,365,365,13,NA,4,1,NA,3.4,NA,40.7,0.416,6.9,579,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,atricapilla,Black-capped vireo,NA,NA,15,NA,4,NA,NA,1,NA,8.65,NA,12,427,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,bellii,Bell's vireo,365,365,14,NA,4,2,NA,1.8,NA,10,NA,9.1,427,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,flavifrons,Yellow-throated vireo,365,365,15,NA,4,1,NA,NA,NA,18,NA,6.1,578,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,gilvus,Warbling vireo,304,304,13,NA,3.5,2,NA,NA,NA,15,NA,13.1,578,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,griseus,White-eyed vireo,365,365,13,NA,4,1,NA,1.73,NA,12,NA,10.9,427,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,huttoni,Hutton's vireo,NA,NA,14,NA,4,NA,NA,NA,NA,11.3,NA,13.5,427,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,latimeri,Puerto rican vireo,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,16.8,427,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,olivaceus,Red-eyed vireo,365,365,12,NA,3.5,1,NA,1.65,NA,17,0.536,10.2,427,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,philadelphicus,Philadelphia vireo,NA,NA,14,NA,4,1,NA,NA,NA,12,NA,9.8,427,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,solitarius,Blue-headed vireo,365,365,12,NA,4,1,NA,NA,NA,16,NA,7.4,578,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Zosteropidae,Zosterops,japonicus,Japanese white-eye,365,365,11,NA,3.5,2,NA,1.1,NA,11.25,NA,5.1,577,acceptable,NA,NA
Animalia,Chordata,Aves,Passeriformes,Zosteropidae,Zosterops,lateralis,Silvereye,365,365,NA,NA,NA,NA,NA,NA,NA,12.7,NA,13,958,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,alba,Great egret,730,730,23,NA,3,2,NA,NA,NA,873.5,NA,22.8,576,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,cinerea,Grey heron,730,730,NA,NA,NA,NA,NA,NA,NA,1443,0.149,37.5,450,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,cocoi,Cocoi heron,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937.7,NA,24.4,575,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,goliath,Goliath heron,NA,NA,NA,NA,NA,NA,NA,NA,NA,4468,NA,22.9,575,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,herodias,Great blue heron,669,669,28,NA,4,2,NA,50,NA,1870,0.156,24.5,427,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,purpurea,Purple heron,730,730,NA,NA,NA,NA,NA,NA,NA,1065.5,0.236,25.4,450,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Botaurus,lentiginosus,American bittern,365,365,34,NA,4,NA,NA,NA,NA,706,NA,8.3,576,acceptable,600,NA
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Botaurus,stellaris,Bittern,730,730,NA,NA,NA,NA,NA,NA,NA,1324.5,NA,11.3,450,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,ibis,Cattle egret,730,730,22,NA,3,1,NA,19.1,NA,390,0.22,23,1,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Butorides,virescens,Green heron,730,730,20,NA,4,1,NA,16,NA,175,0.208,11.6,576,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,caerulea,Little blue heron,365,365,23,NA,4,1,NA,NA,NA,339.5,0.258,13.9,576,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,garzetta,Little egret,365,365,NA,NA,NA,NA,NA,NA,NA,312,0.248,22.3,450,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,rufescens,Reddish egret,1461,1461,NA,NA,3,1,NA,NA,NA,614,NA,22,972,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,thula,Snowy egret,365,365,18,NA,4,1,NA,20,NA,314,NA,22.8,577,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,tricolor,Tricolored heron,669,669,21,NA,4,1,NA,NA,NA,309.9,NA,17.7,576,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ixobrychus,minutus,Little bittern,730,730,NA,NA,NA,NA,NA,NA,NA,101,NA,6.9,450,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,nycticorax,Black-crowned night heron,365,365,25,NA,4,1,NA,24.2,NA,800,NA,21.1,1,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Balaenicipitidae,Balaeniceps,rex,Shoebill,NA,NA,NA,NA,NA,NA,NA,NA,NA,5984,NA,35.7,575,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,crispus,Dalmatian pelican,NA,NA,NA,NA,NA,NA,NA,NA,NA,9550,NA,35.3,575,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,erythrorhynchos,American white pelican,1095,1095,36,NA,2,1,NA,110,NA,6129,NA,54,576,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,occidentalis,Brown pelican,365,730,29,NA,3,1,NA,63.5,NA,3115.8,0.112,43,445,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,onocrotalus,Great white pelican,NA,NA,NA,NA,NA,NA,NA,NA,NA,9520,NA,51,575,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Bostrychia,carunculata,Wattled ibis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Bostrychia,hagedash,Hadada ibis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1238,NA,16,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,White ibis,730,730,22,NA,3,1,NA,36.3,NA,940,0.13,27.6,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,ruber,Scarlet ibis,NA,NA,23,NA,2,NA,NA,NA,NA,615,NA,33.2,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Geronticus,calvus,Bald ibis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Geronticus,eremita,Northern bald ibis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1202,0.237,32.9,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Nipponia,nippon,Crested ibis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,25.8,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Phimosus,infuscatus,Whispering ibis,NA,NA,NA,NA,NA,NA,NA,NA,NA,559,NA,20,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,ajaja,Roseate spoonbill,1095,1095,23,NA,3,1,NA,50,NA,1036.97,NA,28,,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,alba,African spoonbill,NA,NA,NA,NA,NA,NA,NA,NA,NA,1521,NA,17.9,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,flavipes,Yellow-billed spoonbill,NA,NA,NA,NA,NA,NA,NA,NA,NA,1747.5,NA,28.6,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,leucorodia,Eurasian spoonbill,1095,1095,NA,NA,NA,NA,NA,NA,NA,1868,0.174,30.1,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,minor,Black-faced spoonbill,NA,NA,NA,NA,NA,NA,NA,NA,NA,1228,NA,15,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Plegadis,chihi,White-faced ibis,730,730,21,NA,3.5,1,NA,29.35,NA,487.5,NA,20.4,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Plegadis,falcinellus,Glossy ibis,1095,1095,21,NA,3,1,NA,166,NA,431.2,NA,26.8,649,high,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Plegadis,ridgwayi,Puna ibis,NA,NA,NA,NA,NA,NA,NA,NA,NA,584,NA,18,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Pseudibis,papillosa,Black ibis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Theristicus,caudatus,Buff-necked ibis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1726,NA,22,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Theristicus,melanopis,Black-faced ibis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Threskiornis,aethiopicus,Sacred ibis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1530,NA,37,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Threskiornis,melanocephalus,Black-headed ibis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Threskiornis,molucca,Australian ibis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1806,NA,33.2,649,acceptable,NA,NA
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Threskiornis,spinicollis,Straw-necked ibis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1351.5,NA,39.4,649,acceptable,NA,NA
Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,Phaethon,aethereus,Red-billed tropicbird,NA,NA,44,NA,1,NA,NA,NA,NA,750,NA,17.6,427,acceptable,NA,NA
Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,Phaethon,rubricauda,Red-tailed tropicbird,274,274,45,NA,1,1,NA,54,NA,593.2,NA,32.7,427,acceptable,NA,NA
Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoeniconaias,minor,Lesser flamingo,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,NA,41,991,acceptable,NA,NA
Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,chilensis,Chilean flamingo,NA,NA,NA,NA,NA,NA,NA,NA,NA,2277,NA,36.7,600,acceptable,NA,NA
Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,roseus,Greater flamingo,1825,1825,30,NA,1,NA,NA,NA,NA,2500,NA,44,1,acceptable,NA,NA
Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,auratus,Northern flicker,365,365,11,NA,4,1,NA,5.48,NA,120,NA,12.5,579,acceptable,NA,NA
Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,leucotos,White-backed woodpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,0.323,15.9,450,acceptable,NA,NA
Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,major,Great spotted woodpecker,365,365,NA,NA,NA,NA,NA,NA,NA,75.1,0.402,12.7,450,acceptable,NA,NA
Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,medius,Middle spotted woodpecker,365,365,NA,NA,NA,NA,NA,NA,NA,59,NA,8,729,acceptable,NA,NA
Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,minor,Lesser spotted woodpecker,365,365,NA,NA,NA,NA,NA,NA,NA,19.8,NA,9.8,450,acceptable,NA,NA
Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,syriacus,Syrian woodpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.8,NA,10.9,450,acceptable,NA,NA
Animalia,Chordata,Aves,Piciformes,Picidae,Dryocopus,martius,Black woodpecker,365,365,NA,NA,NA,NA,NA,NA,NA,321,0.308,14,450,acceptable,NA,NA
Animalia,Chordata,Aves,Piciformes,Picidae,Dryocopus,pileatus,Pileated woodpecker,354,365,18,NA,4,1,NA,NA,NA,364,0.276,13,427,acceptable,NA,NA
Animalia,Chordata,Aves,Piciformes,Picidae,Jynx,torquilla,Eurasian wryneck,365,365,NA,NA,NA,NA,NA,NA,NA,35,0.373,10,729,acceptable,NA,NA
Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,carolinus,Red-bellied woodpecker,365,365,12,NA,4,2,NA,8,NA,72.5,NA,20.7,,acceptable,NA,NA
Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,erythrocephalus,Red-headed woodpecker,365,365,14,NA,5,2,NA,NA,NA,75,NA,10,,acceptable,NA,NA
